index,booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status,datetime 
7111,INN07112,2,0,1,3,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,88.4,1,12/8/2018,Not_Canceled,2018-12-08
7112,INN07113,2,1,2,2,Meal Plan 1,0,Room_Type 7,66,Online,0,0,0,213.1,1,10/23/2018,Not_Canceled,2018-10-23
7113,INN07114,1,0,0,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,89.0,0,4/5/2018,Not_Canceled,2018-04-05
7114,INN07115,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Online,0,0,0,102.0,0,9/25/2017,Canceled,2017-09-25
7115,INN07116,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,Online,0,0,0,89.0,0,10/5/2018,Canceled,2018-10-05
7116,INN07117,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,72.38,1,12/6/2018,Not_Canceled,2018-12-06
7117,INN07118,2,0,1,2,Meal Plan 1,0,Room_Type 4,140,Online,0,0,0,110.19,3,9/12/2018,Not_Canceled,2018-09-12
7118,INN07119,2,0,2,2,Meal Plan 1,0,Room_Type 4,45,Online,0,0,0,78.54,2,10/16/2017,Not_Canceled,2017-10-16
7119,INN07120,2,0,1,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,133.5,2,9/7/2017,Not_Canceled,2017-09-07
7120,INN07121,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,0,0,0,105.0,0,9/24/2017,Not_Canceled,2017-09-24
7121,INN07122,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Online,0,0,0,61.0,0,2/28/2018,Canceled,2018-02-28
7122,INN07123,2,0,0,1,Meal Plan 1,0,Room_Type 6,0,Complementary,1,0,18,0.0,2,2/17/2018,Not_Canceled,2018-02-17
7123,INN07124,2,0,0,4,Not Selected,0,Room_Type 1,275,Online,0,0,0,72.25,0,12/28/2018,Canceled,2018-12-28
7124,INN07125,2,0,1,3,Meal Plan 1,0,Room_Type 4,65,Online,0,0,0,123.98,0,9/5/2018,Not_Canceled,2018-09-05
7125,INN07126,2,0,0,2,Not Selected,0,Room_Type 1,22,Online,0,0,0,109.0,1,5/31/2018,Not_Canceled,2018-05-31
7126,INN07127,1,0,0,3,Meal Plan 1,0,Room_Type 4,13,Corporate,0,0,0,110.0,0,9/20/2018,Canceled,2018-09-20
7127,INN07128,3,0,2,2,Meal Plan 1,0,Room_Type 5,27,Online,0,0,0,167.2,0,9/9/2018,Not_Canceled,2018-09-09
7128,INN07129,2,0,1,2,Meal Plan 1,0,Room_Type 4,133,Online,0,0,0,82.45,0,8/19/2018,Canceled,2018-08-19
7129,INN07130,2,0,1,1,Not Selected,0,Room_Type 1,43,Online,0,0,0,94.5,1,4/11/2018,Not_Canceled,2018-04-11
7130,INN07131,2,0,1,1,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,72.9,1,3/12/2018,Canceled,2018-03-12
7131,INN07132,2,0,0,2,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,96.3,1,4/20/2018,Not_Canceled,2018-04-20
7132,INN07133,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,10/13/2018,Not_Canceled,2018-10-13
7133,INN07134,2,0,1,5,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,136.8,0,9/6/2018,Canceled,2018-09-06
7134,INN07135,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Online,0,0,0,110.0,0,10/12/2018,Canceled,2018-10-12
7135,INN07136,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,133.5,1,3/26/2018,Not_Canceled,2018-03-26
7136,INN07137,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,10/13/2018,Not_Canceled,2018-10-13
7137,INN07138,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,60.0,0,2/28/2018,Canceled,2018-02-28
7138,INN07139,2,0,1,3,Meal Plan 1,0,Room_Type 1,113,Online,0,0,0,85.0,0,6/30/2018,Canceled,2018-06-30
7139,INN07140,1,0,1,1,Not Selected,0,Room_Type 1,83,Online,0,0,0,59.6,0,3/7/2018,Not_Canceled,2018-03-07
7140,INN07141,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,120.0,0,10/10/2018,Canceled,2018-10-10
7141,INN07142,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,138.0,0,8/12/2017,Not_Canceled,2017-08-12
7142,INN07143,3,0,1,3,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,136.0,2,5/19/2018,Not_Canceled,2018-05-19
7143,INN07144,1,0,0,2,Not Selected,0,Room_Type 1,6,Online,0,0,0,79.2,0,12/6/2018,Not_Canceled,2018-12-06
7144,INN07145,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,Offline,0,0,0,75.0,0,12/29/2017,Not_Canceled,2017-12-29
7145,INN07146,1,0,0,1,Meal Plan 1,1,Room_Type 1,2,Corporate,1,0,3,67.0,1,5/4/2018,Not_Canceled,2018-05-04
7146,INN07147,2,0,0,2,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,72.25,1,12/11/2017,Canceled,2017-12-11
7147,INN07148,1,0,2,1,Meal Plan 1,0,Room_Type 1,24,Corporate,0,0,0,47.0,0,12/5/2017,Not_Canceled,2017-12-05
7148,INN07149,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,93.6,1,11/19/2018,Not_Canceled,2018-11-19
7149,INN07150,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,126.0,0,10/12/2017,Not_Canceled,2017-10-12
7150,INN07151,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,130.0,0,5/17/2018,Not_Canceled,2018-05-17
7151,INN07152,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Online,0,0,0,224.67,0,9/23/2017,Canceled,2017-09-23
7152,INN07153,2,1,2,5,Meal Plan 1,0,Room_Type 1,172,Online,0,0,0,112.32,0,7/15/2018,Canceled,2018-07-15
7153,INN07154,2,0,0,1,Not Selected,0,Room_Type 1,34,Online,0,0,0,86.4,2,10/8/2017,Not_Canceled,2017-10-08
7154,INN07155,3,0,2,5,Meal Plan 1,0,Room_Type 4,73,Offline,0,0,0,117.64,1,7/1/2018,Not_Canceled,2018-07-01
7155,INN07156,2,0,1,3,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,132.3,1,10/10/2018,Canceled,2018-10-10
7156,INN07157,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,65.0,0,11/19/2017,Canceled,2017-11-19
7157,INN07158,2,1,1,3,Meal Plan 1,0,Room_Type 4,166,Online,0,0,0,110.37,2,6/23/2018,Canceled,2018-06-23
7158,INN07159,2,0,0,4,Meal Plan 1,0,Room_Type 4,20,Online,0,0,0,131.35,1,12/28/2018,Not_Canceled,2018-12-28
7159,INN07160,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Online,0,0,0,101.5,0,10/16/2017,Canceled,2017-10-16
7160,INN07161,2,0,6,14,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,87.7,1,1/10/2018,Not_Canceled,2018-01-10
7161,INN07162,2,0,2,3,Not Selected,0,Room_Type 1,28,Online,0,0,0,130.66,1,7/2/2018,Not_Canceled,2018-07-02
7162,INN07163,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Complementary,0,0,0,0.0,0,10/6/2018,Not_Canceled,2018-10-06
7163,INN07164,2,1,1,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,140.1,2,3/25/2018,Not_Canceled,2018-03-25
7164,INN07165,2,0,0,2,Not Selected,0,Room_Type 1,56,Online,0,0,0,79.2,1,12/16/2018,Not_Canceled,2018-12-16
7165,INN07166,2,2,1,1,Meal Plan 1,0,Room_Type 2,140,Online,0,0,0,88.77,1,7/2/2018,Not_Canceled,2018-07-02
7166,INN07167,2,0,0,2,Not Selected,0,Room_Type 1,156,Online,0,0,0,94.5,1,8/23/2018,Not_Canceled,2018-08-23
7167,INN07168,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,Corporate,0,0,0,77.0,0,2/4/2018,Not_Canceled,2018-02-04
7168,INN07169,2,0,2,5,Meal Plan 1,0,Room_Type 1,156,Offline,0,0,0,72.25,0,8/8/2018,Not_Canceled,2018-08-08
7169,INN07170,2,0,1,0,Not Selected,0,Room_Type 1,18,Online,0,0,0,89.0,0,9/12/2018,Not_Canceled,2018-09-12
7170,INN07171,3,0,1,4,Meal Plan 2,0,Room_Type 4,146,Online,0,0,0,202.5,1,10/19/2018,Canceled,2018-10-19
7171,INN07172,2,0,2,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,111.67,0,10/15/2018,Not_Canceled,2018-10-15
7172,INN07173,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Online,0,0,0,110.0,0,11/1/2018,Canceled,2018-11-01
7173,INN07174,2,0,1,3,Meal Plan 1,0,Room_Type 1,72,Offline,0,0,0,62.38,0,3/24/2018,Not_Canceled,2018-03-24
7174,INN07175,1,0,2,5,Not Selected,0,Room_Type 1,18,Online,1,1,0,78.17,0,10/3/2017,Not_Canceled,2017-10-03
7175,INN07176,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Online,0,0,0,75.0,0,9/26/2018,Canceled,2018-09-26
7176,INN07177,2,0,0,2,Meal Plan 1,1,Room_Type 4,87,Online,0,0,0,158.4,1,9/21/2018,Not_Canceled,2018-09-21
7177,INN07178,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,Online,0,0,0,90.0,0,6/24/2018,Canceled,2018-06-24
7178,INN07179,1,0,2,2,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,180.25,0,11/6/2018,Not_Canceled,2018-11-06
7179,INN07180,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,Online,0,0,0,90.0,0,10/5/2018,Canceled,2018-10-05
7180,INN07181,2,0,2,3,Meal Plan 1,0,Room_Type 1,96,Online,0,0,0,119.85,0,5/7/2018,Canceled,2018-05-07
7181,INN07182,2,0,2,4,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,164.5,2,10/7/2018,Not_Canceled,2018-10-07
7182,INN07183,2,1,0,4,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,126.5,2,2/10/2018,Canceled,2018-02-10
7183,INN07184,2,0,1,4,Meal Plan 1,0,Room_Type 4,82,Online,0,0,0,99.45,0,4/6/2018,Canceled,2018-04-06
7184,INN07185,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,59.0,0,1/25/2018,Not_Canceled,2018-01-25
7185,INN07186,1,0,0,3,Meal Plan 1,1,Room_Type 1,5,Aviation,1,0,1,101.0,0,4/5/2018,Not_Canceled,2018-04-05
7186,INN07187,1,0,2,2,Not Selected,0,Room_Type 1,45,Online,0,0,0,46.9,1,2/6/2018,Not_Canceled,2018-02-06
7187,INN07188,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,Online,0,0,0,118.8,2,10/17/2018,Not_Canceled,2018-10-17
7188,INN07189,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,74.67,0,1/2/2018,Not_Canceled,2018-01-02
7189,INN07190,1,0,0,1,Not Selected,0,Room_Type 1,0,Complementary,0,0,0,0.0,0,12/14/2018,Not_Canceled,2018-12-14
7190,INN07191,2,0,2,4,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,92.08,0,11/12/2018,Not_Canceled,2018-11-12
7191,INN07192,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,80.0,0,3/17/2018,Canceled,2018-03-17
7192,INN07193,2,0,0,3,Meal Plan 1,0,Room_Type 1,176,Online,0,0,0,125.1,0,9/8/2018,Canceled,2018-09-08
7193,INN07194,2,0,1,4,Meal Plan 1,0,Room_Type 1,154,Offline,0,0,0,72.25,1,6/29/2018,Not_Canceled,2018-06-29
7194,INN07195,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,1,10/1/2018,Canceled,2018-10-01
7195,INN07196,2,0,0,2,Not Selected,0,Room_Type 1,47,Online,0,0,0,125.1,1,9/9/2018,Not_Canceled,2018-09-09
7196,INN07197,2,1,2,4,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,145.25,0,6/10/2018,Canceled,2018-06-10
7197,INN07198,3,0,1,3,Not Selected,0,Room_Type 4,26,Offline,0,0,0,108.0,0,10/12/2017,Not_Canceled,2017-10-12
7198,INN07199,2,0,0,2,Not Selected,0,Room_Type 1,97,Online,0,0,0,97.2,1,10/11/2018,Canceled,2018-10-11
7199,INN07200,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Online,0,0,0,101.5,0,7/1/2017,Canceled,2017-07-01
7200,INN07201,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,0,0,0,40.5,0,4/15/2018,Not_Canceled,2018-04-15
7201,INN07202,2,0,2,3,Meal Plan 1,0,Room_Type 1,97,Offline,0,0,0,80.75,0,5/29/2018,Not_Canceled,2018-05-29
7202,INN07203,2,0,2,3,Meal Plan 1,0,Room_Type 1,112,Offline,0,0,0,72.25,1,7/7/2018,Not_Canceled,2018-07-07
7203,INN07204,2,0,2,1,Not Selected,0,Room_Type 1,86,Online,0,0,0,94.5,1,4/10/2018,Canceled,2018-04-10
7204,INN07205,2,1,1,3,Meal Plan 1,0,Room_Type 1,78,Offline,0,0,0,60.0,2,3/3/2018,Not_Canceled,2018-03-03
7205,INN07206,1,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,90.0,0,6/6/2018,Not_Canceled,2018-06-06
7206,INN07207,2,0,2,1,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,87.0,1,3/5/2018,Not_Canceled,2018-03-05
7207,INN07208,2,0,0,3,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,165.0,1,8/24/2018,Not_Canceled,2018-08-24
7208,INN07209,2,0,1,2,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,118.8,2,10/3/2018,Not_Canceled,2018-10-03
7209,INN07210,2,0,2,2,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,88.4,1,12/18/2018,Not_Canceled,2018-12-18
7210,INN07211,2,0,0,4,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,110.08,0,4/27/2018,Canceled,2018-04-27
7211,INN07212,2,0,1,2,Not Selected,0,Room_Type 1,107,Online,0,0,0,108.0,1,10/21/2018,Not_Canceled,2018-10-21
7212,INN07213,1,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,108.0,0,10/9/2017,Not_Canceled,2017-10-09
7213,INN07214,2,0,0,2,Not Selected,0,Room_Type 1,142,Online,0,0,0,85.5,1,7/1/2018,Not_Canceled,2018-07-01
7214,INN07215,2,0,0,4,Meal Plan 1,0,Room_Type 1,189,Online,0,0,0,76.5,3,8/11/2017,Not_Canceled,2017-08-11
7215,INN07216,2,0,0,3,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,114.3,1,8/11/2018,Not_Canceled,2018-08-11
7216,INN07217,2,0,2,0,Not Selected,0,Room_Type 1,8,Online,0,0,0,127.0,1,8/28/2018,Not_Canceled,2018-08-28
7217,INN07218,2,0,2,6,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,110.93,1,8/3/2018,Not_Canceled,2018-08-03
7218,INN07219,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,Online,0,0,0,115.0,0,10/14/2018,Canceled,2018-10-14
7219,INN07220,2,1,2,5,Meal Plan 1,0,Room_Type 1,259,Online,0,0,0,80.26,3,12/28/2018,Not_Canceled,2018-12-28
7220,INN07221,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,95.0,0,4/5/2018,Canceled,2018-04-05
7221,INN07222,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,3,75.0,0,10/3/2018,Not_Canceled,2018-10-03
7222,INN07223,2,0,1,3,Meal Plan 2,0,Room_Type 1,101,Offline,0,0,0,102.25,0,7/4/2018,Not_Canceled,2018-07-04
7223,INN07224,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,2/17/2018,Not_Canceled,2018-02-17
7224,INN07225,2,0,2,2,Not Selected,0,Room_Type 1,192,Online,0,0,0,72.75,2,12/4/2018,Not_Canceled,2018-12-04
7225,INN07226,2,0,0,4,Meal Plan 2,0,Room_Type 1,43,Online,0,0,0,124.1,3,11/1/2018,Not_Canceled,2018-11-01
7226,INN07227,2,1,2,1,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,139.5,1,8/14/2018,Not_Canceled,2018-08-14
7227,INN07228,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,75.0,0,10/9/2017,Not_Canceled,2017-10-09
7228,INN07229,2,0,0,3,Meal Plan 2,0,Room_Type 1,1,Corporate,0,0,0,146.0,0,9/29/2018,Not_Canceled,2018-09-29
7229,INN07230,2,0,0,2,Not Selected,0,Room_Type 1,142,Online,0,0,0,79.2,1,12/22/2018,Not_Canceled,2018-12-22
7230,INN07231,2,2,0,2,Meal Plan 1,0,Room_Type 6,326,Online,0,0,0,188.88,1,12/30/2018,Canceled,2018-12-30
7231,INN07232,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,115.0,0,4/19/2018,Canceled,2018-04-19
7232,INN07233,2,0,0,4,Meal Plan 1,0,Room_Type 1,149,Online,0,0,0,99.45,1,7/12/2018,Not_Canceled,2018-07-12
7233,INN07234,1,0,1,3,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,117.0,2,10/17/2018,Not_Canceled,2018-10-17
7234,INN07235,1,0,0,3,Not Selected,0,Room_Type 1,25,Online,0,0,0,129.0,0,5/10/2018,Not_Canceled,2018-05-10
7235,INN07236,2,0,1,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,96.3,1,4/4/2018,Not_Canceled,2018-04-04
7236,INN07237,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,76.5,1,7/2/2017,Canceled,2017-07-02
7237,INN07238,1,0,1,3,Meal Plan 1,0,Room_Type 4,71,Online,0,0,0,88.83,1,3/17/2018,Not_Canceled,2018-03-17
7238,INN07239,2,0,1,2,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,126.0,1,10/30/2017,Not_Canceled,2017-10-30
7239,INN07240,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,106.0,2,2/10/2018,Not_Canceled,2018-02-10
7240,INN07241,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,111.0,1,6/13/2018,Not_Canceled,2018-06-13
7241,INN07242,2,0,1,0,Not Selected,0,Room_Type 1,29,Online,0,0,0,139.0,1,8/8/2018,Not_Canceled,2018-08-08
7242,INN07243,1,0,2,5,Not Selected,0,Room_Type 1,101,Online,0,0,0,103.5,0,7/3/2018,Canceled,2018-07-03
7243,INN07244,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,Online,0,0,0,90.0,0,9/9/2018,Canceled,2018-09-09
7244,INN07245,1,0,0,2,Not Selected,0,Room_Type 1,73,Online,0,0,0,107.1,0,7/6/2018,Canceled,2018-07-06
7245,INN07246,1,0,1,1,Meal Plan 1,0,Room_Type 1,13,Corporate,0,0,0,65.0,0,10/19/2017,Not_Canceled,2017-10-19
7246,INN07247,2,0,2,5,Meal Plan 1,0,Room_Type 2,127,Online,0,0,0,94.7,1,3/19/2018,Canceled,2018-03-19
7247,INN07248,3,0,1,0,Meal Plan 2,0,Room_Type 4,21,Online,0,0,0,210.6,0,5/15/2018,Canceled,2018-05-15
7248,INN07249,2,0,2,3,Not Selected,0,Room_Type 1,159,Offline,0,0,0,87.72,1,9/18/2018,Not_Canceled,2018-09-18
7249,INN07250,2,0,1,3,Meal Plan 1,1,Room_Type 1,196,Online,0,0,0,116.1,1,9/5/2018,Canceled,2018-09-05
7250,INN07251,2,0,0,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,102.41,1,8/16/2018,Not_Canceled,2018-08-16
7251,INN07252,2,0,2,2,Meal Plan 1,0,Room_Type 2,39,Online,0,0,0,91.13,0,1/1/2018,Not_Canceled,2018-01-01
7252,INN07253,1,0,0,2,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,79.0,0,1/6/2018,Not_Canceled,2018-01-06
7253,INN07254,1,0,0,3,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,111.3,1,4/28/2018,Canceled,2018-04-28
7254,INN07255,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,Offline,0,0,0,90.67,1,6/10/2018,Not_Canceled,2018-06-10
7255,INN07256,2,0,2,3,Meal Plan 1,0,Room_Type 4,109,Offline,0,0,0,90.96,1,5/8/2018,Not_Canceled,2018-05-08
7256,INN07257,2,0,2,1,Meal Plan 1,0,Room_Type 1,252,Online,0,0,0,106.3,0,10/15/2018,Canceled,2018-10-15
7257,INN07258,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Online,0,0,0,89.0,0,11/4/2018,Canceled,2018-11-04
7258,INN07259,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,0,0,0,121.0,0,9/30/2017,Not_Canceled,2017-09-30
7259,INN07260,2,1,1,3,Meal Plan 2,0,Room_Type 1,150,Online,0,0,0,173.25,0,7/7/2018,Canceled,2018-07-07
7260,INN07261,3,0,1,2,Meal Plan 1,0,Room_Type 4,169,Online,0,0,0,137.7,1,8/12/2018,Canceled,2018-08-12
7261,INN07262,1,0,1,2,Meal Plan 1,0,Room_Type 4,3,Aviation,0,0,0,110.0,0,10/7/2018,Canceled,2018-10-07
7262,INN07263,2,0,2,3,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,149.4,2,8/19/2018,Not_Canceled,2018-08-19
7263,INN07264,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,Corporate,0,0,0,81.0,0,2/19/2018,Not_Canceled,2018-02-19
7264,INN07265,2,0,0,3,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,166.0,0,8/4/2018,Canceled,2018-08-04
7265,INN07266,2,0,0,1,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,115.04,2,9/21/2018,Not_Canceled,2018-09-21
7266,INN07267,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,66.42,0,8/2/2018,Not_Canceled,2018-08-02
7267,INN07268,2,0,2,1,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,80.0,0,4/16/2018,Not_Canceled,2018-04-16
7268,INN07269,2,0,1,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,91.0,0,2/13/2018,Canceled,2018-02-13
7269,INN07270,1,0,0,3,Meal Plan 1,0,Room_Type 1,238,Offline,0,0,0,80.0,0,10/13/2018,Not_Canceled,2018-10-13
7270,INN07271,1,0,0,1,Meal Plan 1,0,Room_Type 1,177,Online,0,0,0,99.9,0,7/30/2018,Canceled,2018-07-30
7271,INN07272,3,0,2,0,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,168.3,0,8/7/2018,Not_Canceled,2018-08-07
7272,INN07273,2,0,2,2,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,68.0,0,11/19/2018,Not_Canceled,2018-11-19
7273,INN07274,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,120.0,0,10/11/2018,Canceled,2018-10-11
7274,INN07275,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,Online,0,0,0,107.0,0,9/26/2018,Canceled,2018-09-26
7275,INN07276,2,0,2,2,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,103.95,1,7/30/2018,Canceled,2018-07-30
7276,INN07277,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,10/13/2018,Not_Canceled,2018-10-13
7277,INN07278,3,0,1,2,Meal Plan 1,1,Room_Type 4,125,Online,0,0,0,155.7,0,8/12/2018,Not_Canceled,2018-08-12
7278,INN07279,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,108.0,0,9/30/2017,Not_Canceled,2017-09-30
7279,INN07280,2,0,1,1,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,127.5,1,10/31/2018,Not_Canceled,2018-10-31
7280,INN07281,2,2,1,3,Meal Plan 1,1,Room_Type 6,148,Online,0,0,0,182.83,1,8/15/2018,Not_Canceled,2018-08-15
7281,INN07282,2,0,0,3,Meal Plan 1,0,Room_Type 1,91,Offline,0,0,0,80.75,0,5/12/2018,Not_Canceled,2018-05-12
7282,INN07283,2,0,0,2,Not Selected,0,Room_Type 1,64,Offline,0,0,0,63.75,0,7/12/2018,Not_Canceled,2018-07-12
7283,INN07284,1,0,0,1,Meal Plan 1,0,Room_Type 1,147,Online,0,0,0,84.6,2,12/14/2018,Not_Canceled,2018-12-14
7284,INN07285,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Online,0,0,0,101.5,0,7/1/2017,Canceled,2017-07-01
7285,INN07286,1,0,0,1,Not Selected,0,Room_Type 1,36,Online,0,0,0,102.6,0,10/13/2018,Canceled,2018-10-13
7286,INN07287,1,0,0,2,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,76.5,1,3/31/2018,Not_Canceled,2018-03-31
7287,INN07288,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,Online,0,0,0,76.5,1,7/4/2017,Canceled,2017-07-04
7288,INN07289,2,1,0,1,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,126.0,1,9/1/2018,Canceled,2018-09-01
7289,INN07290,2,0,0,4,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,70.0,0,10/7/2017,Not_Canceled,2017-10-07
7290,INN07291,2,0,2,3,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,91.29,0,4/15/2018,Not_Canceled,2018-04-15
7291,INN07292,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,Online,0,0,0,94.5,0,8/29/2017,Canceled,2017-08-29
7292,INN07293,2,0,0,3,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,147.6,2,9/28/2018,Not_Canceled,2018-09-28
7293,INN07294,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,120.0,0,6/9/2018,Not_Canceled,2018-06-09
7294,INN07295,2,0,0,3,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,117.9,0,6/8/2018,Canceled,2018-06-08
7295,INN07296,2,0,1,1,Not Selected,0,Room_Type 1,205,Online,0,0,0,98.1,0,10/8/2018,Canceled,2018-10-08
7296,INN07297,2,1,0,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,107.42,2,8/30/2018,Not_Canceled,2018-08-30
7297,INN07298,2,1,2,2,Meal Plan 1,0,Room_Type 4,11,Offline,0,0,0,156.8,3,6/26/2018,Not_Canceled,2018-06-26
7298,INN07299,2,1,2,2,Meal Plan 2,0,Room_Type 1,29,Online,0,0,0,162.01,0,5/6/2018,Canceled,2018-05-06
7299,INN07300,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,2,24,65.0,1,3/9/2018,Not_Canceled,2018-03-09
7300,INN07301,1,0,1,0,Not Selected,0,Room_Type 1,3,Online,0,0,0,120.0,1,10/16/2018,Not_Canceled,2018-10-16
