booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,room_type,lead_time,market_segment_type,average_price,special_requests,date_of_reservation,booking_status 
INN21306,2,0,0,2,Not Selected,Room_Type 1,4,Online,84.0,1,2018-01-22,Not_Canceled
INN05657,2,0,2,3,Meal Plan 1,Room_Type 1,50,Offline,60.0,0,2018-01-22,Not_Canceled
INN30480,2,0,0,2,Not Selected,Room_Type 1,4,Online,84.0,0,2018-01-22,Not_Canceled
INN33136,2,0,2,3,Not Selected,Room_Type 1,17,Online,75.0,0,2018-01-22,Not_Canceled
INN04037,2,0,0,1,Meal Plan 1,Room_Type 1,0,Online,91.0,0,2018-01-22,Not_Canceled
INN16618,2,0,0,2,Not Selected,Room_Type 1,12,Online,75.0,0,2018-01-22,Not_Canceled
INN31289,1,0,1,2,Meal Plan 1,Room_Type 1,34,Online,99.3,1,2018-01-22,Not_Canceled
INN13274,2,0,0,1,Not Selected,Room_Type 1,11,Online,68.5,1,2018-01-22,Not_Canceled
INN23940,2,0,0,1,Not Selected,Room_Type 1,33,Online,51.97,0,2018-01-22,Canceled
INN32064,2,0,0,2,Meal Plan 1,Room_Type 1,15,Online,80.3,1,2018-01-22,Not_Canceled
INN34563,2,0,1,2,Meal Plan 1,Room_Type 1,46,Offline,60.0,0,2018-01-22,Not_Canceled
INN25018,2,0,0,2,Meal Plan 1,Room_Type 4,1,Online,77.6,0,2018-01-22,Not_Canceled
INN18155,2,0,0,2,Meal Plan 1,Room_Type 4,85,Offline,66.6,0,2018-01-22,Not_Canceled
INN23585,2,0,0,2,Meal Plan 1,Room_Type 4,6,Online,108.0,1,2018-01-22,Not_Canceled
INN02250,2,0,1,2,Meal Plan 1,Room_Type 1,40,Online,73.9,1,2018-01-22,Not_Canceled
INN14472,2,0,0,2,Meal Plan 1,Room_Type 1,38,Online,79.4,1,2018-01-22,Not_Canceled
INN02808,2,0,0,2,Meal Plan 1,Room_Type 1,2,Online,98.0,1,2018-01-22,Not_Canceled
INN12235,2,0,0,2,Meal Plan 1,Room_Type 1,16,Online,80.3,1,2018-01-22,Not_Canceled
INN30364,2,0,1,2,Meal Plan 1,Room_Type 1,5,Online,89.0,1,2018-01-22,Not_Canceled
INN12465,1,0,0,1,Meal Plan 1,Room_Type 1,20,Online,81.0,0,2018-01-22,Not_Canceled
INN20995,2,0,0,2,Meal Plan 1,Room_Type 1,3,Online,98.0,1,2018-01-22,Not_Canceled
INN14682,2,0,0,2,Meal Plan 1,Room_Type 1,46,Online,80.3,1,2018-01-22,Not_Canceled
INN23050,1,0,0,1,Meal Plan 1,Room_Type 1,1,Offline,45.0,1,2018-01-22,Not_Canceled
INN22222,2,0,2,2,Not Selected,Room_Type 1,9,Online,68.4,0,2018-01-22,Not_Canceled
INN06112,2,0,0,1,Not Selected,Room_Type 1,0,Online,67.5,1,2018-01-23,Not_Canceled
INN23808,2,0,0,1,Meal Plan 1,Room_Type 1,38,Online,80.3,1,2018-01-23,Not_Canceled
INN12356,2,0,1,1,Meal Plan 1,Room_Type 1,45,Online,80.3,0,2018-01-23,Not_Canceled
INN20239,2,0,2,2,Meal Plan 1,Room_Type 1,11,Offline,66.0,0,2018-01-23,Not_Canceled
INN07317,2,0,1,1,Not Selected,Room_Type 1,14,Online,69.5,1,2018-01-23,Not_Canceled
INN20850,2,0,0,1,Not Selected,Room_Type 1,17,Online,69.5,1,2018-01-23,Not_Canceled
INN32829,2,0,2,1,Meal Plan 1,Room_Type 2,1,Online,78.52,0,2018-01-23,Not_Canceled
INN18241,2,0,0,1,Meal Plan 1,Room_Type 1,17,Online,78.3,0,2018-01-23,Not_Canceled
INN12180,1,0,2,1,Meal Plan 1,Room_Type 1,17,Online,81.0,0,2018-01-23,Not_Canceled
INN09426,1,0,0,1,Meal Plan 1,Room_Type 1,1,Online,85.0,0,2018-01-23,Not_Canceled
INN14688,1,0,1,1,Meal Plan 1,Room_Type 1,45,Online,72.9,0,2018-01-23,Canceled
INN28300,2,0,2,1,Not Selected,Room_Type 1,1,Online,79.0,0,2018-01-23,Not_Canceled
INN04286,2,0,1,1,Not Selected,Room_Type 1,15,Online,76.5,0,2018-01-23,Not_Canceled
INN09888,1,0,0,1,Meal Plan 1,Room_Type 1,1,Online,85.0,0,2018-01-23,Not_Canceled
INN05672,2,0,0,1,Meal Plan 1,Room_Type 1,5,Online,98.0,0,2018-01-23,Not_Canceled
INN14341,2,0,2,1,Meal Plan 1,Room_Type 2,2,Online,78.52,0,2018-01-23,Not_Canceled
INN14771,2,0,2,1,Meal Plan 1,Room_Type 1,47,Offline,60.0,0,2018-01-23,Not_Canceled
INN16685,1,0,1,1,Meal Plan 1,Room_Type 1,45,Online,72.9,0,2018-01-23,Canceled
INN21706,2,0,1,1,Meal Plan 1,Room_Type 1,45,Online,79.8,0,2018-01-23,Not_Canceled
INN30715,1,0,1,0,Meal Plan 1,Room_Type 1,34,Corporate,66.0,0,2018-01-24,Not_Canceled
INN21983,1,0,2,2,Meal Plan 1,Room_Type 1,20,Online,67.5,0,2018-01-24,Not_Canceled
INN34252,2,0,2,1,Meal Plan 1,Room_Type 4,5,Online,81.73,1,2018-01-24,Not_Canceled
INN32267,1,0,2,0,Meal Plan 1,Room_Type 1,11,Online,70.3,1,2018-01-24,Not_Canceled
INN24624,2,0,2,2,Meal Plan 1,Room_Type 4,4,Online,63.6,0,2018-01-24,Not_Canceled
INN28481,2,1,2,2,Meal Plan 1,Room_Type 4,0,Offline,68.4,1,2018-01-24,Not_Canceled
INN28443,2,0,1,0,Not Selected,Room_Type 1,1,Online,90.0,0,2018-01-24,Not_Canceled
INN18499,2,0,2,1,Meal Plan 1,Room_Type 1,16,Online,87.3,0,2018-01-24,Not_Canceled
INN04185,1,0,2,1,Meal Plan 1,Room_Type 1,12,Corporate,66.0,1,2018-01-24,Not_Canceled
INN31629,2,0,2,2,Not Selected,Room_Type 1,20,Online,69.5,1,2018-01-24,Not_Canceled
INN28759,2,1,2,1,Meal Plan 1,Room_Type 1,53,Offline,60.0,1,2018-01-24,Not_Canceled
INN02909,2,0,2,1,Meal Plan 1,Room_Type 1,15,Online,68.99,1,2018-01-24,Not_Canceled
INN34166,2,0,2,1,Meal Plan 1,Room_Type 4,39,Offline,66.4,0,2018-01-24,Not_Canceled
INN01132,2,0,2,3,Meal Plan 1,Room_Type 1,49,Online,75.95,1,2018-01-24,Not_Canceled
INN31207,2,0,2,3,Meal Plan 1,Room_Type 1,50,Online,75.95,1,2018-01-24,Not_Canceled
INN25663,2,0,2,2,Meal Plan 1,Room_Type 1,2,Online,93.0,0,2018-01-24,Not_Canceled
INN22207,1,0,2,1,Meal Plan 1,Room_Type 1,12,Corporate,66.0,1,2018-01-24,Not_Canceled
INN14277,1,0,1,0,Meal Plan 1,Room_Type 1,34,Corporate,66.0,0,2018-01-24,Not_Canceled
INN17538,1,0,4,6,Meal Plan 1,Room_Type 1,17,Online,81.0,0,2018-01-24,Not_Canceled
INN27829,3,0,2,1,Meal Plan 1,Room_Type 4,32,Corporate,95.0,1,2018-01-24,Not_Canceled
INN08631,2,0,1,0,Meal Plan 1,Room_Type 4,0,Online,116.0,0,2018-01-24,Not_Canceled
INN26512,2,0,2,3,Meal Plan 1,Room_Type 1,53,Offline,60.0,0,2018-01-24,Not_Canceled
INN15543,2,0,2,1,Meal Plan 1,Room_Type 1,29,Online,81.2,0,2018-01-24,Canceled
INN31678,2,0,2,1,Meal Plan 1,Room_Type 1,32,Corporate,64.0,0,2018-01-24,Not_Canceled
INN10523,2,0,2,3,Meal Plan 1,Room_Type 1,50,Online,58.94,1,2018-01-24,Not_Canceled
INN12582,1,0,2,1,Meal Plan 1,Room_Type 4,5,Online,63.4,1,2018-01-24,Not_Canceled
INN21801,2,0,2,3,Meal Plan 1,Room_Type 1,9,Offline,66.0,0,2018-01-24,Not_Canceled
INN17601,2,0,2,2,Meal Plan 1,Room_Type 4,4,Online,63.6,0,2018-01-24,Not_Canceled
INN23495,2,0,1,2,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN12441,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,62.0,0,2018-01-25,Canceled
INN21986,2,0,1,2,Meal Plan 1,Room_Type 1,32,Offline,58.0,0,2018-01-25,Not_Canceled
INN08377,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN04127,2,0,1,0,Meal Plan 1,Room_Type 1,3,Online,93.0,2,2018-01-25,Not_Canceled
INN02600,2,0,1,2,Meal Plan 1,Room_Type 1,28,Online,86.1,1,2018-01-25,Not_Canceled
INN02601,1,0,3,5,Meal Plan 1,Room_Type 1,4,Online,64.08,1,2018-01-25,Not_Canceled
INN35832,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN05057,2,0,1,3,Meal Plan 1,Room_Type 1,55,Online,58.94,1,2018-01-25,Not_Canceled
INN04554,3,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,95.0,0,2018-01-25,Not_Canceled
INN12215,3,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,95.0,1,2018-01-25,Not_Canceled
INN27066,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,62.0,0,2018-01-25,Canceled
INN35836,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,62.0,0,2018-01-25,Canceled
INN08082,1,0,1,0,Meal Plan 1,Room_Type 1,0,Corporate,79.0,0,2018-01-25,Not_Canceled
INN34880,1,0,1,3,Meal Plan 1,Room_Type 1,4,Offline,63.8,0,2018-01-25,Not_Canceled
INN14142,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN07892,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,62.0,0,2018-01-25,Canceled
INN14092,2,0,1,4,Meal Plan 1,Room_Type 4,105,Offline,84.0,0,2018-01-25,Not_Canceled
INN33703,1,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,59.0,0,2018-01-25,Not_Canceled
INN29080,2,0,1,0,Not Selected,Room_Type 1,0,Online,90.0,0,2018-01-25,Not_Canceled
INN22169,2,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,64.0,0,2018-01-25,Not_Canceled
INN26837,1,0,1,1,Meal Plan 1,Room_Type 1,40,Corporate,81.0,1,2018-01-25,Not_Canceled
INN12760,2,0,5,15,Not Selected,Room_Type 1,22,Online,71.2,0,2018-01-25,Not_Canceled
INN34811,2,0,1,3,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN06809,2,0,1,4,Meal Plan 1,Room_Type 2,17,Online,77.25,0,2018-01-25,Not_Canceled
INN30075,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN13392,2,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,64.0,0,2018-01-25,Not_Canceled
INN03037,2,0,1,4,Meal Plan 1,Room_Type 2,16,Online,77.25,0,2018-01-25,Not_Canceled
INN12082,2,0,1,3,Meal Plan 1,Room_Type 1,0,Online,100.0,1,2018-01-25,Not_Canceled
INN25075,2,0,1,3,Meal Plan 1,Room_Type 1,20,Online,91.0,1,2018-01-25,Not_Canceled
INN29921,3,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,95.0,0,2018-01-25,Not_Canceled
INN01097,3,0,1,2,Meal Plan 1,Room_Type 1,33,Corporate,95.0,0,2018-01-25,Not_Canceled
INN35223,2,1,1,1,Meal Plan 1,Room_Type 1,1,Online,120.0,1,2018-01-25,Not_Canceled
INN32235,2,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,64.0,0,2018-01-25,Not_Canceled
INN05972,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,62.0,0,2018-01-25,Canceled
INN07185,1,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,59.0,0,2018-01-25,Not_Canceled
INN35793,1,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,59.0,0,2018-01-25,Not_Canceled
INN35398,1,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,59.0,0,2018-01-25,Not_Canceled
INN28131,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN06217,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN27264,1,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,59.0,0,2018-01-25,Not_Canceled
INN02068,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN01872,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,62.0,0,2018-01-25,Canceled
INN09983,3,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,95.0,0,2018-01-25,Not_Canceled
INN09382,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN23092,1,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,59.0,0,2018-01-25,Not_Canceled
INN10930,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN27333,2,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,64.0,0,2018-01-25,Not_Canceled
INN32932,1,0,1,1,Meal Plan 1,Room_Type 1,33,Corporate,59.0,0,2018-01-25,Not_Canceled
INN22636,1,0,4,10,Meal Plan 1,Room_Type 1,15,Online,75.5,1,2018-01-25,Not_Canceled
INN20738,2,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,64.0,0,2018-01-25,Not_Canceled
INN09926,2,0,1,0,Meal Plan 1,Room_Type 1,4,Corporate,64.0,0,2018-01-25,Not_Canceled
INN15136,2,0,0,1,Meal Plan 1,Room_Type 1,1,Online,93.0,0,2018-01-26,Not_Canceled
INN32423,1,0,0,3,Meal Plan 1,Room_Type 1,18,Online,72.9,0,2018-01-26,Not_Canceled
INN05095,2,0,0,3,Meal Plan 1,Room_Type 4,4,Online,117.0,1,2018-01-26,Not_Canceled
INN27452,1,0,0,1,Meal Plan 1,Room_Type 1,6,Online,95.0,1,2018-01-26,Not_Canceled
INN06039,2,0,0,2,Meal Plan 1,Room_Type 1,11,Online,70.07,0,2018-01-26,Not_Canceled
INN33311,1,0,0,2,Meal Plan 1,Room_Type 1,15,Corporate,80.0,0,2018-01-26,Not_Canceled
INN28334,1,0,0,1,Meal Plan 1,Room_Type 1,34,Corporate,59.0,0,2018-01-26,Not_Canceled
INN03286,1,0,0,1,Meal Plan 1,Room_Type 1,1,Corporate,66.0,0,2018-01-26,Not_Canceled
INN28587,1,0,0,1,Not Selected,Room_Type 1,7,Online,66.7,0,2018-01-26,Not_Canceled
INN03684,2,0,0,2,Meal Plan 1,Room_Type 1,11,Online,70.07,0,2018-01-26,Not_Canceled
INN18829,1,0,0,1,Meal Plan 1,Room_Type 1,1,Online,86.0,1,2018-01-26,Not_Canceled
INN35137,2,0,1,5,Meal Plan 1,Room_Type 4,17,Online,89.3,1,2018-01-26,Not_Canceled
INN22906,2,0,0,1,Meal Plan 1,Room_Type 1,4,Online,93.0,1,2018-01-26,Not_Canceled
INN02433,1,0,0,1,Meal Plan 1,Room_Type 1,15,Corporate,80.0,0,2018-01-26,Not_Canceled
INN33254,2,0,0,1,Not Selected,Room_Type 1,2,Online,81.0,0,2018-01-26,Not_Canceled
INN31089,1,0,0,1,Meal Plan 1,Room_Type 1,15,Corporate,80.0,0,2018-01-26,Not_Canceled
INN14125,2,0,0,3,Not Selected,Room_Type 1,29,Online,72.0,1,2018-01-26,Not_Canceled
INN31199,1,0,0,2,Meal Plan 1,Room_Type 1,12,Corporate,80.0,0,2018-01-26,Not_Canceled
INN02514,1,0,0,2,Meal Plan 1,Room_Type 1,0,Corporate,79.0,0,2018-01-26,Not_Canceled
INN05199,1,0,0,2,Meal Plan 1,Room_Type 4,19,Online,78.6,1,2018-01-26,Not_Canceled
INN10590,1,0,0,5,Meal Plan 1,Room_Type 1,18,Online,75.0,0,2018-01-26,Not_Canceled
INN29012,2,0,0,5,Meal Plan 1,Room_Type 1,116,Offline,70.0,0,2018-01-26,Not_Canceled
INN25345,1,0,0,2,Meal Plan 1,Room_Type 1,15,Corporate,79.0,0,2018-01-26,Not_Canceled
INN02636,1,0,0,4,Not Selected,Room_Type 1,17,Online,55.0,0,2018-01-26,Not_Canceled
INN20562,2,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,91.0,0,2018-01-27,Not_Canceled
INN29166,2,0,0,1,Meal Plan 1,Room_Type 1,1,Online,100.0,0,2018-01-27,Not_Canceled
INN19704,1,0,1,4,Meal Plan 1,Room_Type 1,4,Online,86.0,1,2018-01-27,Not_Canceled
INN24881,1,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN07958,2,0,0,1,Not Selected,Room_Type 1,9,Online,90.0,2,2018-01-27,Not_Canceled
INN25365,2,0,0,1,Meal Plan 1,Room_Type 1,8,Online,102.0,1,2018-01-27,Not_Canceled
INN19631,2,0,0,2,Meal Plan 1,Room_Type 1,11,Online,102.0,1,2018-01-27,Not_Canceled
INN15971,1,0,0,3,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN11998,1,0,0,2,Meal Plan 1,Room_Type 1,1,Online,71.7,0,2018-01-27,Not_Canceled
INN26105,1,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN20582,2,0,1,4,Not Selected,Room_Type 1,26,Online,60.0,1,2018-01-27,Not_Canceled
INN20583,1,0,0,2,Meal Plan 1,Room_Type 1,1,Online,71.7,0,2018-01-27,Not_Canceled
INN30883,2,0,0,2,Meal Plan 1,Room_Type 1,14,Online,81.9,1,2018-01-27,Not_Canceled
INN23838,1,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN01054,2,0,0,3,Meal Plan 1,Room_Type 1,19,Online,89.0,1,2018-01-27,Not_Canceled
INN17582,2,0,2,5,Meal Plan 1,Room_Type 4,70,Offline,52.0,0,2018-01-27,Not_Canceled
INN08258,1,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN17352,1,0,0,1,Meal Plan 1,Room_Type 1,1,Online,80.0,1,2018-01-27,Not_Canceled
INN34736,1,0,0,3,Meal Plan 1,Room_Type 1,58,Offline,80.67,1,2018-01-27,Not_Canceled
INN26856,1,0,0,2,Meal Plan 1,Room_Type 1,1,Online,71.7,0,2018-01-27,Not_Canceled
INN06401,1,0,0,1,Meal Plan 1,Room_Type 1,16,Corporate,80.0,0,2018-01-27,Not_Canceled
INN13637,1,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,85.5,0,2018-01-27,Not_Canceled
INN12154,2,0,0,4,Meal Plan 1,Room_Type 1,2,Offline,45.5,0,2018-01-27,Not_Canceled
INN13128,1,0,0,2,Meal Plan 1,Room_Type 1,1,Online,71.7,0,2018-01-27,Not_Canceled
INN33392,2,0,0,3,Meal Plan 1,Room_Type 4,39,Online,69.22,1,2018-01-27,Not_Canceled
INN32162,1,0,0,2,Meal Plan 1,Room_Type 1,1,Online,71.7,0,2018-01-27,Not_Canceled
INN11228,1,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN31507,1,0,0,2,Meal Plan 1,Room_Type 1,1,Online,71.2,0,2018-01-27,Not_Canceled
INN10580,2,0,0,3,Meal Plan 1,Room_Type 4,36,Online,88.63,1,2018-01-27,Not_Canceled
INN10943,2,0,2,4,Meal Plan 1,Room_Type 1,8,Online,73.2,1,2018-01-27,Not_Canceled
INN32345,2,0,0,2,Meal Plan 1,Room_Type 1,9,Online,72.8,0,2018-01-27,Not_Canceled
INN17004,2,0,0,1,Meal Plan 1,Room_Type 1,16,Online,102.0,1,2018-01-27,Not_Canceled
INN01408,2,0,2,5,Meal Plan 1,Room_Type 4,173,Offline,52.0,0,2018-01-27,Not_Canceled
INN23243,1,0,0,3,Meal Plan 1,Room_Type 1,58,Offline,90.0,0,2018-01-27,Not_Canceled
INN30277,1,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN01937,1,0,0,3,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN15199,1,0,0,3,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN29713,1,0,0,3,Meal Plan 1,Room_Type 1,58,Offline,80.0,0,2018-01-27,Not_Canceled
INN28410,2,0,0,1,Meal Plan 1,Room_Type 1,2,Online,102.0,1,2018-01-27,Not_Canceled
INN20105,1,0,0,2,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN25290,1,0,0,3,Meal Plan 1,Room_Type 1,58,Offline,81.0,0,2018-01-27,Not_Canceled
INN31881,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,81.0,0,2018-01-28,Not_Canceled
INN06197,3,1,0,2,Meal Plan 1,Room_Type 6,52,Offline,173.0,1,2018-01-28,Not_Canceled
INN27933,2,0,1,3,Meal Plan 1,Room_Type 1,9,Online,70.4,0,2018-01-28,Not_Canceled
INN10848,2,0,1,3,Meal Plan 1,Room_Type 1,37,Online,58.37,1,2018-01-28,Not_Canceled
INN24130,3,0,1,3,Meal Plan 1,Room_Type 1,5,Online,130.0,0,2018-01-28,Not_Canceled
INN07451,1,0,0,2,Meal Plan 1,Room_Type 1,59,Offline,81.0,0,2018-01-28,Not_Canceled
INN07452,2,0,0,2,Meal Plan 1,Room_Type 1,59,Offline,87.0,1,2018-01-28,Not_Canceled
INN35883,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,80.0,0,2018-01-28,Not_Canceled
INN18769,2,0,2,4,Meal Plan 1,Room_Type 2,14,Online,77.88,0,2018-01-28,Not_Canceled
INN09861,2,0,0,1,Not Selected,Room_Type 1,11,Online,62.83,1,2018-01-28,Not_Canceled
INN01401,1,0,0,2,Meal Plan 1,Room_Type 1,13,Offline,62.0,0,2018-01-28,Not_Canceled
INN02586,2,0,2,4,Meal Plan 1,Room_Type 2,15,Online,77.88,0,2018-01-28,Not_Canceled
INN22286,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,81.0,0,2018-01-28,Not_Canceled
INN25697,2,0,0,3,Meal Plan 1,Room_Type 1,22,Online,80.3,1,2018-01-28,Not_Canceled
INN12536,1,0,0,1,Not Selected,Room_Type 1,11,Online,57.98,1,2018-01-28,Not_Canceled
INN12667,2,0,0,3,Not Selected,Room_Type 1,30,Online,67.5,1,2018-01-28,Not_Canceled
INN06491,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,80.0,0,2018-01-28,Not_Canceled
INN02918,2,0,0,1,Meal Plan 1,Room_Type 1,2,Online,92.0,1,2018-01-28,Not_Canceled
INN27752,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,80.0,0,2018-01-28,Not_Canceled
INN30588,1,0,0,2,Meal Plan 1,Room_Type 1,1,Online,85.0,0,2018-01-28,Not_Canceled
INN15454,2,0,1,3,Meal Plan 1,Room_Type 4,5,Online,108.0,0,2018-01-28,Not_Canceled
INN08467,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,80.0,0,2018-01-28,Not_Canceled
INN00663,1,0,0,1,Meal Plan 1,Room_Type 1,10,Corporate,66.0,0,2018-01-28,Not_Canceled
INN16978,1,0,6,17,Meal Plan 1,Room_Type 1,9,Online,68.23,1,2018-01-28,Not_Canceled
INN12120,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,81.0,0,2018-01-28,Not_Canceled
INN07587,1,0,0,1,Meal Plan 1,Room_Type 1,1,Corporate,65.0,1,2018-01-28,Not_Canceled
INN30324,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,80.0,0,2018-01-28,Not_Canceled
INN14689,1,0,0,1,Meal Plan 1,Room_Type 1,0,Online,79.0,0,2018-01-28,Not_Canceled
INN23567,1,0,0,1,Meal Plan 1,Room_Type 1,10,Corporate,66.0,0,2018-01-28,Not_Canceled
INN30722,2,0,0,1,Not Selected,Room_Type 1,1,Online,79.0,1,2018-01-28,Not_Canceled
INN28335,1,0,0,1,Meal Plan 1,Room_Type 1,59,Offline,80.0,0,2018-01-28,Not_Canceled
INN14831,2,0,1,3,Meal Plan 1,Room_Type 1,23,Online,78.3,1,2018-01-28,Not_Canceled
INN00683,1,0,0,3,Meal Plan 1,Room_Type 1,4,Online,95.0,1,2018-01-28,Not_Canceled
INN17803,2,0,0,2,Meal Plan 1,Room_Type 4,36,Online,87.3,0,2018-01-28,Canceled
INN06503,3,0,0,3,Meal Plan 1,Room_Type 4,7,Online,86.78,1,2018-01-28,Not_Canceled
INN02251,2,0,0,1,Not Selected,Room_Type 1,1,Online,79.0,1,2018-01-29,Not_Canceled
INN14922,1,2,0,2,Meal Plan 1,Room_Type 2,9,Online,77.75,1,2018-01-29,Not_Canceled
INN34123,2,0,1,2,Meal Plan 1,Room_Type 2,24,Online,77.25,1,2018-01-29,Not_Canceled
INN18605,2,0,0,2,Not Selected,Room_Type 1,1,Online,80.0,1,2018-01-29,Not_Canceled
INN22148,2,0,0,1,Not Selected,Room_Type 1,9,Online,75.0,0,2018-01-29,Not_Canceled
INN13794,2,1,1,2,Meal Plan 1,Room_Type 1,19,Online,89.3,2,2018-01-29,Not_Canceled
INN13093,2,0,2,2,Meal Plan 1,Room_Type 4,55,Online,84.45,1,2018-01-29,Not_Canceled
INN12001,2,0,2,3,Meal Plan 1,Room_Type 1,44,Online,74.82,1,2018-01-29,Not_Canceled
INN21851,2,0,0,2,Not Selected,Room_Type 1,0,Online,79.0,1,2018-01-29,Not_Canceled
INN14424,1,0,1,2,Meal Plan 1,Room_Type 1,50,Online,72.9,0,2018-01-29,Canceled
INN28618,2,0,1,2,Meal Plan 2,Room_Type 1,3,Online,130.0,1,2018-01-29,Not_Canceled
INN17496,2,0,0,2,Meal Plan 1,Room_Type 1,60,Offline,60.0,1,2018-01-29,Not_Canceled
INN14609,2,0,1,2,Meal Plan 1,Room_Type 6,69,Offline,82.0,0,2018-01-29,Not_Canceled
INN35602,2,0,1,2,Meal Plan 1,Room_Type 1,11,Online,89.0,1,2018-01-29,Not_Canceled
INN09489,1,0,0,1,Meal Plan 1,Room_Type 1,1,Online,90.0,0,2018-01-29,Not_Canceled
INN13340,1,0,0,1,Meal Plan 1,Room_Type 1,1,Online,90.0,0,2018-01-29,Not_Canceled
INN00404,2,0,1,2,Meal Plan 1,Room_Type 2,81,Online,62.37,2,2018-01-29,Not_Canceled
INN26569,2,0,1,2,Meal Plan 1,Room_Type 1,4,Offline,66.0,0,2018-01-29,Not_Canceled
INN29382,2,0,0,2,Not Selected,Room_Type 1,27,Online,77.0,1,2018-01-29,Not_Canceled
INN31156,2,0,0,2,Meal Plan 1,Room_Type 1,25,Online,78.3,0,2018-01-29,Canceled
INN05102,2,0,1,2,Meal Plan 1,Room_Type 4,24,Online,87.3,1,2018-01-29,Not_Canceled
INN11453,2,0,1,2,Meal Plan 1,Room_Type 2,81,Online,66.37,2,2018-01-29,Not_Canceled
INN04890,2,0,0,2,Meal Plan 1,Room_Type 1,67,Offline,57.0,0,2018-01-29,Not_Canceled
INN32376,2,0,1,2,Not Selected,Room_Type 1,17,Online,77.0,1,2018-01-29,Not_Canceled
INN31146,1,0,2,2,Meal Plan 1,Room_Type 1,12,Online,77.0,0,2018-01-29,Not_Canceled
