booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status 
INN08830,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,2018-11-04,Canceled
INN08832,1,0,1,2,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,86.4,3,2018-11-18,Not_Canceled
INN08833,2,0,2,2,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,86.72,1,2018-11-11,Not_Canceled
INN08838,1,0,0,4,Meal Plan 1,0,Room_Type 1,237,Online,0,0,0,107.53,1,2018-10-12,Canceled
INN08840,2,1,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,109.8,0,2018-11-27,Canceled
INN08848,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,Complementary,0,0,0,0.0,0,2018-11-10,Not_Canceled
INN08851,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Offline,0,0,0,75.0,0,2018-09-26,Canceled
INN08853,3,0,1,2,Meal Plan 1,0,Room_Type 4,201,Online,0,0,0,142.56,2,2018-10-03,Canceled
INN08854,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,Offline,0,0,0,75.0,0,2018-11-01,Not_Canceled
INN08855,2,1,1,3,Meal Plan 1,0,Room_Type 1,71,Online,0,0,0,68.07,2,2018-11-28,Not_Canceled
INN08856,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,89.89,0,2018-12-02,Not_Canceled
INN08858,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52.0,0,2018-12-09,Not_Canceled
INN08859,1,0,2,0,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,96.0,0,2018-12-04,Not_Canceled
INN08860,2,0,1,3,Meal Plan 1,0,Room_Type 1,282,Online,0,0,0,83.3,2,2018-12-29,Canceled
INN08870,2,0,1,4,Not Selected,0,Room_Type 1,191,Online,0,0,0,98.1,0,2018-10-05,Canceled
INN08877,2,0,1,1,Meal Plan 2,0,Room_Type 4,71,Offline,0,0,0,142.5,0,2018-10-22,Not_Canceled
INN08878,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,Offline,0,0,0,85.0,1,2018-10-06,Not_Canceled
INN08880,2,0,2,1,Meal Plan 2,0,Room_Type 1,87,Offline,0,0,0,106.25,1,2018-10-23,Not_Canceled
INN08881,2,0,1,5,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,88.4,0,2018-11-14,Canceled
INN08887,2,0,2,1,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,140.0,0,2018-10-29,Canceled
INN08888,2,0,0,3,Meal Plan 1,0,Room_Type 1,271,Offline,0,0,0,101.33,1,2018-09-21,Canceled
INN08896,2,0,0,3,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,93.6,1,2018-12-08,Not_Canceled
INN08911,2,2,0,4,Meal Plan 1,0,Room_Type 6,108,Online,0,0,0,199.8,0,2018-10-11,Canceled
INN08912,1,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,88.0,0,2018-12-05,Not_Canceled
INN08923,3,0,2,2,Meal Plan 1,0,Room_Type 4,23,Online,0,0,0,154.0,0,2018-11-25,Canceled
INN08926,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,Offline,0,0,0,117.0,1,2018-09-21,Canceled
INN08933,1,0,1,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,99.5,0,2018-11-26,Canceled
INN08943,2,0,1,0,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,83.16,1,2018-12-26,Not_Canceled
INN08948,2,0,0,4,Meal Plan 1,0,Room_Type 1,100,Offline,0,0,0,100.0,0,2018-09-28,Canceled
INN08950,2,0,0,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,120.0,2,2018-11-02,Not_Canceled
INN08958,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,Offline,0,0,0,65.0,1,2018-12-27,Not_Canceled
INN08964,2,0,0,2,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,130.0,1,2018-11-11,Canceled
INN08965,2,0,0,1,Not Selected,0,Room_Type 1,119,Online,0,0,0,170.1,1,2018-11-10,Not_Canceled
INN08968,2,0,1,0,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,97.5,1,2018-12-19,Not_Canceled
INN08969,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,95.67,0,2018-09-22,Not_Canceled
INN08970,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,2018-11-03,Canceled
INN08972,2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100.0,0,2018-10-03,Canceled
INN08979,2,1,0,3,Meal Plan 1,0,Room_Type 6,28,Online,0,0,0,160.2,1,2018-10-18,Not_Canceled
INN08989,2,0,1,2,Not Selected,0,Room_Type 1,9,Online,0,0,0,78.0,0,2018-12-16,Not_Canceled
INN08991,2,0,2,2,Meal Plan 1,0,Room_Type 4,75,Online,0,0,0,112.79,1,2018-10-22,Canceled
INN08995,2,0,2,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,83.2,0,2018-11-27,Canceled
INN08999,1,0,1,0,Not Selected,0,Room_Type 1,27,Online,0,0,0,104.0,1,2018-09-25,Not_Canceled
INN09003,2,0,2,1,Not Selected,0,Room_Type 1,93,Online,0,0,0,79.2,1,2018-12-18,Not_Canceled
INN09005,2,0,0,3,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,112.8,3,2018-12-27,Not_Canceled
INN09007,2,0,2,4,Not Selected,0,Room_Type 1,95,Online,0,0,0,80.61,1,2018-12-24,Not_Canceled
INN09011,2,2,1,1,Meal Plan 1,0,Room_Type 6,32,Online,0,0,0,202.05,1,2018-09-24,Canceled
INN09012,2,0,2,2,Not Selected,0,Room_Type 1,12,Online,0,0,0,87.63,1,2018-11-18,Not_Canceled
INN09013,2,0,0,4,Meal Plan 1,0,Room_Type 1,51,Offline,0,0,0,75.0,0,2018-11-16,Not_Canceled
INN09019,2,0,0,3,Meal Plan 1,0,Room_Type 4,77,Online,0,0,0,132.3,1,2018-10-06,Canceled
INN09025,1,0,0,2,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,157.5,2,2018-10-14,Not_Canceled
INN09027,1,0,0,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,109.73,1,2018-11-04,Not_Canceled
INN09030,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,95.0,0,2018-10-25,Not_Canceled
INN09035,2,0,1,3,Meal Plan 1,0,Room_Type 1,254,Online,0,0,0,100.3,1,2018-09-29,Canceled
INN09039,1,0,2,1,Not Selected,0,Room_Type 1,8,Online,0,0,0,85.35,1,2018-10-29,Not_Canceled
INN09040,2,0,0,2,Meal Plan 1,0,Room_Type 4,101,Online,0,0,0,144.45,2,2018-11-11,Not_Canceled
INN09042,2,0,1,4,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,88.4,3,2018-12-05,Not_Canceled
INN09049,2,0,0,2,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,163.8,1,2018-09-23,Not_Canceled
INN09053,1,0,2,2,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,85.85,1,2018-11-12,Not_Canceled
INN09054,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,Offline,0,0,0,115.0,0,2018-10-15,Canceled
INN09057,2,0,1,0,Meal Plan 1,0,Room_Type 1,18,Offline,0,0,0,89.0,0,2018-12-11,Not_Canceled
INN09058,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,95.0,0,2018-10-11,Not_Canceled
INN09063,2,0,1,1,Not Selected,0,Room_Type 1,7,Online,0,0,0,70.0,1,2018-10-17,Not_Canceled
INN09067,1,0,0,1,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,112.0,1,2018-11-11,Not_Canceled
INN09069,2,0,2,1,Not Selected,0,Room_Type 1,76,Online,0,0,0,79.2,1,2018-12-03,Not_Canceled
INN09076,3,0,0,2,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,163.8,1,2018-09-23,Not_Canceled
INN09077,1,0,0,1,Meal Plan 2,0,Room_Type 1,62,Offline,0,0,0,75.0,0,2018-09-21,Not_Canceled
INN09085,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,2018-11-01,Canceled
INN09087,1,0,1,0,Meal Plan 1,0,Room_Type 1,35,Offline,0,0,0,99.0,0,2018-09-26,Not_Canceled
INN09091,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,1,75.0,0,2018-11-07,Not_Canceled
INN09092,2,0,2,2,Not Selected,0,Room_Type 1,65,Online,0,0,0,63.58,0,2018-11-19,Not_Canceled
INN09094,2,0,0,2,Not Selected,0,Room_Type 1,70,Online,0,0,0,97.2,2,2018-10-18,Not_Canceled
INN09095,2,0,1,2,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,148.0,2,2018-12-30,Not_Canceled
INN09101,2,0,0,3,Meal Plan 2,0,Room_Type 4,2,Online,0,0,0,168.0,1,2018-11-17,Canceled
INN09102,1,0,2,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,6.0,0,2018-10-02,Not_Canceled
INN09104,3,0,2,1,Meal Plan 1,0,Room_Type 4,180,Online,0,0,0,141.3,3,2018-10-08,Not_Canceled
INN09105,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,90.0,0,2018-10-14,Not_Canceled
INN09106,2,0,1,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,98.13,2,2018-11-24,Not_Canceled
INN09110,2,0,1,0,Not Selected,0,Room_Type 1,48,Online,0,0,0,79.2,1,2018-11-06,Not_Canceled
INN09111,2,0,2,5,Not Selected,0,Room_Type 1,127,Online,0,0,0,108.0,2,2018-10-03,Not_Canceled
INN09112,3,0,0,2,Meal Plan 2,0,Room_Type 4,57,Online,0,0,0,202.5,2,2018-10-12,Not_Canceled
INN09113,2,2,2,3,Meal Plan 1,0,Room_Type 6,9,Online,0,0,0,245.0,1,2018-09-30,Not_Canceled
INN09114,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Corporate,1,1,6,65.0,1,2018-11-30,Not_Canceled
INN09116,1,0,0,1,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,67.5,0,2018-11-12,Not_Canceled
INN09118,2,1,0,1,Meal Plan 1,0,Room_Type 1,84,Online,0,0,0,122.0,0,2018-12-22,Canceled
INN09119,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,75.0,0,2018-11-29,Not_Canceled
INN09135,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,Offline,0,0,0,80.75,0,2018-10-09,Not_Canceled
INN09141,2,0,1,3,Meal Plan 1,0,Room_Type 6,281,Online,0,0,0,168.3,0,2018-10-03,Canceled
INN09144,2,2,0,2,Meal Plan 1,0,Room_Type 6,204,Online,0,0,0,180.9,1,2018-10-07,Canceled
INN09146,2,0,0,3,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,132.3,2,2018-10-13,Not_Canceled
INN09156,2,0,0,3,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,75.0,0,2018-11-02,Not_Canceled
INN09157,2,1,2,5,Meal Plan 1,0,Room_Type 4,137,Online,0,0,0,114.28,1,2018-10-15,Not_Canceled
INN09168,1,0,1,0,Not Selected,0,Room_Type 1,36,Online,0,0,0,72.07,1,2018-09-25,Not_Canceled
INN09169,3,0,0,1,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,176.4,2,2018-10-15,Not_Canceled
INN09170,2,0,0,5,Not Selected,0,Room_Type 1,104,Online,0,0,0,79.2,0,2018-11-01,Canceled
INN09174,1,0,2,3,Meal Plan 1,0,Room_Type 4,54,Corporate,0,0,0,94.0,0,2018-11-06,Not_Canceled
INN09176,2,0,1,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,71.28,0,2018-12-31,Not_Canceled
INN09179,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,Offline,0,0,0,75.0,0,2018-11-11,Not_Canceled
INN09184,1,0,0,1,Meal Plan 1,1,Room_Type 1,52,Corporate,1,0,2,67.0,0,2018-10-13,Not_Canceled
INN09195,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,129.0,1,2018-10-28,Not_Canceled
INN09196,1,0,1,0,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,103.0,2,2018-11-21,Not_Canceled
INN09197,2,0,2,3,Not Selected,0,Room_Type 1,28,Online,0,0,0,103.4,2,2018-10-29,Not_Canceled
INN09201,3,0,1,5,Meal Plan 2,0,Room_Type 4,303,Online,0,0,0,159.23,1,2018-12-27,Canceled
INN09203,2,0,2,0,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,91.48,1,2018-09-25,Not_Canceled
INN09204,2,0,0,3,Meal Plan 1,0,Room_Type 4,313,Online,0,0,0,91.8,1,2018-12-01,Canceled
INN09206,2,0,1,3,Not Selected,0,Room_Type 1,19,Online,0,0,0,74.8,2,2018-11-24,Not_Canceled
INN09207,2,0,0,5,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,64.67,1,2018-12-20,Not_Canceled
INN09208,2,0,2,2,Not Selected,0,Room_Type 1,17,Online,0,0,0,76.29,1,2018-12-02,Not_Canceled
INN09209,2,0,2,5,Meal Plan 1,0,Room_Type 1,257,Online,0,0,0,73.95,0,2018-12-17,Canceled
INN09213,2,1,0,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,180.0,1,2018-10-21,Not_Canceled
INN09228,2,0,1,3,Meal Plan 1,0,Room_Type 1,222,Online,0,0,0,111.35,2,2018-09-29,Canceled
INN09234,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105.0,0,2018-10-30,Canceled
INN09242,1,0,1,0,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,115.0,0,2018-10-16,Canceled
INN09243,2,2,1,2,Meal Plan 1,0,Room_Type 7,66,Online,0,0,0,184.52,1,2018-10-24,Not_Canceled
INN09244,2,0,0,5,Meal Plan 1,0,Room_Type 1,254,Online,0,0,0,90.95,0,2018-10-25,Canceled
INN09247,2,0,2,1,Meal Plan 1,0,Room_Type 1,100,Offline,0,0,0,80.75,0,2018-09-25,Not_Canceled
INN09249,2,2,2,3,Meal Plan 2,0,Room_Type 6,99,Online,0,0,0,236.52,0,2018-10-21,Canceled
INN09255,3,0,1,3,Meal Plan 1,0,Room_Type 4,156,Online,0,0,0,122.63,2,2018-10-31,Canceled
INN09256,1,0,0,1,Meal Plan 1,1,Room_Type 1,12,Corporate,1,0,9,67.0,1,2018-10-12,Not_Canceled
INN09258,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,2018-10-14,Canceled
INN09268,2,0,2,0,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,160.0,1,2018-10-02,Not_Canceled
INN09271,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,2018-11-03,Canceled
INN09276,2,0,1,0,Meal Plan 1,0,Room_Type 1,18,Offline,0,0,0,80.0,0,2018-12-11,Not_Canceled
INN09277,1,0,2,2,Meal Plan 1,0,Room_Type 4,86,Online,0,0,0,146.6,1,2018-11-06,Canceled
INN09284,1,0,2,3,Meal Plan 1,0,Room_Type 1,70,Online,0,0,0,87.48,2,2018-10-30,Not_Canceled
INN09299,1,0,2,9,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,74.8,1,2018-12-13,Not_Canceled
INN09305,2,0,0,4,Meal Plan 1,0,Room_Type 4,292,Online,0,0,0,86.7,0,2018-12-13,Canceled
INN09306,2,0,2,1,Meal Plan 1,0,Room_Type 4,202,Online,0,0,0,109.8,0,2018-10-22,Canceled
INN09310,1,0,0,1,Not Selected,0,Room_Type 1,28,Online,0,0,0,110.0,0,2018-11-02,Canceled
INN09322,1,0,1,0,Meal Plan 1,0,Room_Type 1,76,Offline,0,0,0,120.0,0,2018-10-10,Canceled
INN09323,2,0,1,3,Meal Plan 1,0,Room_Type 1,102,Offline,0,0,0,68.0,0,2018-12-05,Not_Canceled
INN09324,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,Offline,0,0,0,52.0,0,2018-11-25,Canceled
INN09325,2,0,0,1,Not Selected,0,Room_Type 1,71,Online,0,0,0,79.2,2,2018-11-03,Not_Canceled
INN09327,1,0,0,1,Meal Plan 1,1,Room_Type 1,19,Corporate,1,0,9,98.0,1,2018-10-26,Not_Canceled
INN09330,1,0,0,4,Meal Plan 1,0,Room_Type 1,195,Online,0,0,0,90.9,2,2018-10-18,Canceled
INN09332,2,1,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,142.0,2,2018-12-28,Not_Canceled
INN09333,2,0,1,3,Meal Plan 1,0,Room_Type 4,34,Online,0,0,0,95.17,1,2018-09-26,Not_Canceled
INN09337,2,0,0,3,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,93.6,0,2018-12-07,Canceled
INN09341,2,1,2,5,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,103.7,1,2018-12-12,Not_Canceled
INN09342,2,0,2,2,Not Selected,0,Room_Type 1,105,Online,0,0,0,108.0,1,2018-10-21,Canceled
INN09346,2,0,1,4,Meal Plan 2,0,Room_Type 1,38,Online,0,0,0,120.7,1,2018-12-21,Not_Canceled
INN09347,2,0,1,2,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,132.3,1,2018-10-14,Not_Canceled
INN09349,2,0,1,1,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,101.72,1,2018-10-24,Not_Canceled
INN09351,2,2,2,1,Meal Plan 1,0,Room_Type 6,71,Online,0,0,0,190.8,1,2018-10-22,Not_Canceled
INN09357,2,0,2,0,Meal Plan 1,0,Room_Type 4,48,Online,0,0,0,139.5,1,2018-10-09,Canceled
INN09365,2,0,0,4,Not Selected,0,Room_Type 1,205,Online,0,0,0,85.5,2,2018-10-18,Canceled
INN09372,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,Offline,0,0,0,115.0,1,2018-10-23,Canceled
INN09377,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,86.4,0,2018-11-19,Canceled
INN09384,2,0,2,3,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,125.8,1,2018-12-29,Not_Canceled
INN09388,2,0,2,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,90.33,1,2018-12-10,Not_Canceled
INN09389,3,0,1,1,Meal Plan 1,0,Room_Type 4,204,Online,0,0,0,133.2,0,2018-12-31,Not_Canceled
INN09391,2,0,0,3,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,90.0,2,2018-11-02,Not_Canceled
INN09394,1,0,0,2,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,67.5,0,2018-11-04,Not_Canceled
INN09395,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,Offline,0,0,0,160.0,0,2018-09-30,Canceled
INN09398,1,0,0,1,Meal Plan 1,1,Room_Type 1,6,Corporate,1,3,21,67.0,0,2018-11-16,Not_Canceled
INN09400,2,0,2,6,Meal Plan 1,0,Room_Type 1,205,Online,0,0,0,111.35,0,2018-09-27,Canceled
INN09401,2,0,2,2,Meal Plan 1,0,Room_Type 1,19,Offline,0,0,0,85.0,0,2018-10-02,Not_Canceled
INN09406,1,0,1,0,Meal Plan 1,0,Room_Type 1,14,Corporate,0,0,0,67.0,0,2018-12-05,Not_Canceled
INN09408,2,0,2,3,Meal Plan 1,0,Room_Type 1,265,Online,0,0,0,100.3,0,2018-10-09,Canceled
INN09409,3,0,0,2,Meal Plan 1,0,Room_Type 5,2,Online,0,0,0,225.0,3,2018-10-05,Not_Canceled
INN09414,2,1,1,3,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,103.1,1,2018-12-19,Not_Canceled
INN09418,1,0,2,1,Not Selected,0,Room_Type 1,116,Online,0,0,0,79.2,2,2018-12-17,Not_Canceled
INN09423,3,0,2,2,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,119.0,1,2018-12-04,Not_Canceled
INN09425,2,0,0,2,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,123.8,1,2018-09-23,Not_Canceled
INN09427,2,0,1,3,Meal Plan 1,0,Room_Type 1,112,Online,0,0,0,88.4,2,2018-12-22,Canceled
INN09429,1,0,0,2,Not Selected,0,Room_Type 1,2,Online,0,0,0,104.0,1,2018-11-25,Not_Canceled
INN09431,2,1,0,2,Meal Plan 1,0,Room_Type 1,7,Complementary,0,0,0,0.0,2,2018-11-10,Not_Canceled
INN09435,2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,1,2018-10-01,Canceled
INN09439,1,0,0,1,Not Selected,0,Room_Type 1,65,Online,0,0,0,79.2,4,2018-11-01,Not_Canceled
INN09441,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,165.0,0,2018-10-01,Not_Canceled
INN09446,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,Corporate,1,0,1,89.0,0,2018-10-03,Not_Canceled
INN09452,1,0,0,1,Not Selected,0,Room_Type 1,3,Online,0,0,0,84.7,1,2018-10-25,Not_Canceled
INN09459,2,2,2,3,Meal Plan 1,0,Room_Type 6,78,Online,0,0,0,147.9,1,2018-12-03,Not_Canceled
INN09461,3,0,0,2,Meal Plan 1,0,Room_Type 4,135,Online,0,0,0,151.2,2,2018-10-06,Not_Canceled
INN09462,3,0,0,2,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,375.5,0,2018-12-30,Not_Canceled
INN09464,2,0,2,3,Not Selected,0,Room_Type 1,27,Online,0,0,0,54.71,1,2018-12-04,Not_Canceled
INN09466,2,0,2,1,Meal Plan 1,0,Room_Type 4,118,Online,0,0,0,104.4,1,2018-10-29,Not_Canceled
INN09472,2,2,4,7,Meal Plan 1,0,Room_Type 6,79,Online,0,0,0,172.23,1,2018-10-21,Not_Canceled
INN09477,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,95.67,0,2018-09-22,Not_Canceled
INN09478,1,0,2,1,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,115.0,0,2018-10-15,Canceled
INN09481,1,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,117.81,1,2018-09-23,Not_Canceled
INN09482,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,Offline,0,0,0,70.0,1,2018-10-29,Not_Canceled
INN09488,2,0,2,3,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,139.14,1,2018-09-24,Not_Canceled
INN09495,1,0,1,1,Not Selected,0,Room_Type 1,13,Online,0,0,0,134.75,1,2018-11-07,Not_Canceled
INN09502,1,0,0,1,Meal Plan 1,0,Room_Type 1,238,Offline,0,0,0,80.0,0,2018-10-13,Not_Canceled
INN09503,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,149.0,0,2018-10-03,Canceled
INN09509,2,0,2,3,Not Selected,1,Room_Type 1,3,Online,0,0,0,99.1,1,2018-11-12,Not_Canceled
INN09510,2,1,0,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,158.0,0,2018-12-30,Not_Canceled
INN09511,1,0,1,3,Meal Plan 1,0,Room_Type 4,7,Aviation,0,0,0,110.0,0,2018-10-27,Not_Canceled
INN09514,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,79.5,3,2018-12-20,Not_Canceled
INN09518,2,0,0,1,Meal Plan 1,0,Room_Type 4,3,Online,0,0,0,194.0,1,2018-09-22,Not_Canceled
INN09532,2,0,0,2,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,145.69,0,2018-11-09,Canceled
INN09536,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,Offline,0,0,0,52.0,0,2018-11-18,Canceled
INN09539,1,0,2,2,Meal Plan 1,0,Room_Type 7,6,Online,0,0,0,211.41,1,2018-09-25,Not_Canceled
INN09544,2,0,0,4,Not Selected,0,Room_Type 1,346,Online,0,0,0,72.25,0,2018-12-28,Canceled
INN09560,2,0,2,2,Meal Plan 2,0,Room_Type 1,160,Online,0,0,0,125.1,2,2018-10-29,Canceled
INN09572,2,0,1,3,Not Selected,0,Room_Type 1,217,Online,0,0,0,101.15,0,2018-09-29,Canceled
INN09579,1,0,1,2,Meal Plan 1,0,Room_Type 1,111,Offline,0,0,0,120.0,0,2018-10-10,Not_Canceled
INN09588,2,0,1,5,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,88.4,2,2018-11-28,Not_Canceled
INN09592,1,0,0,1,Not Selected,0,Room_Type 1,36,Online,0,0,0,77.99,1,2018-12-22,Not_Canceled
INN09593,2,0,1,3,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,125.8,1,2018-12-29,Not_Canceled
INN09600,2,0,0,1,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,72.0,0,2018-11-12,Not_Canceled
INN09609,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,Corporate,1,5,48,65.0,0,2018-10-19,Not_Canceled
INN09614,1,0,0,3,Meal Plan 1,0,Room_Type 2,184,Online,0,0,0,101.05,0,2018-10-04,Canceled
INN09618,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90.0,0,2018-10-16,Canceled
INN09620,2,0,1,1,Meal Plan 1,0,Room_Type 1,128,Online,0,0,0,90.0,0,2018-11-19,Canceled
INN09622,2,2,2,2,Meal Plan 1,0,Room_Type 6,21,Online,0,0,0,147.9,2,2018-11-19,Not_Canceled
INN09623,2,0,0,4,Meal Plan 1,0,Room_Type 4,238,Offline,0,0,0,107.0,1,2018-09-20,Canceled
INN09626,2,0,0,2,Not Selected,0,Room_Type 1,85,Online,0,0,0,80.1,0,2018-10-27,Canceled
INN09627,2,0,0,2,Meal Plan 1,0,Room_Type 1,238,Online,0,0,0,126.9,1,2018-09-21,Canceled
INN09644,2,0,2,2,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,88.4,2,2018-12-04,Not_Canceled
INN09645,2,0,0,3,Not Selected,0,Room_Type 1,58,Online,0,0,0,79.2,0,2018-12-15,Canceled
INN09646,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,152.0,2,2018-10-05,Not_Canceled
INN09647,1,0,0,2,Not Selected,0,Room_Type 1,180,Online,0,0,0,80.1,0,2018-10-28,Canceled
INN09651,2,1,0,3,Meal Plan 1,0,Room_Type 1,280,Online,0,0,0,94.5,2,2018-12-06,Canceled
INN09653,2,0,2,2,Meal Plan 1,0,Room_Type 1,123,Online,0,0,0,151.43,1,2018-11-06,Not_Canceled
INN09659,1,0,2,4,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,91.38,0,2018-11-25,Not_Canceled
INN09661,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,7,67.0,1,2018-12-08,Not_Canceled
INN09663,2,0,0,2,Not Selected,0,Room_Type 1,36,Online,0,0,0,119.5,2,2018-10-20,Not_Canceled
INN09667,1,0,2,1,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,147.0,0,2018-10-02,Canceled
INN09671,1,0,1,0,Meal Plan 1,1,Room_Type 1,5,Corporate,1,0,4,67.0,1,2018-11-07,Not_Canceled
INN09677,2,0,2,6,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,88.4,1,2018-12-02,Not_Canceled
